[2.75, 4.75]; [0.0, 378761917.75],[0.10341869448262464, 0.4529450605998505, 0.003481413012748872, 0.057749246894384765, 0.14606741573033707, 0.20969934982888175, 0.5472849349332595, 0.3741635711377977, 0.0065570668347506335]
[3.0, 5.0]; [0.0, 378761917.75],[0.4378819757895168, 0.5510339884838675, 0.0033495715684905463, 0.052262309654328674, 0.23595505617977527, 0.16829176876201685, 0.5995664008688039, 0.38050707895369684, 0.0027709924385252503]
[3.25, 5.25]; [0.0, 378761917.75],[0.5522615512291355, 0.6545605787299829, 0.0, 0.05105927017018699, 0.1797752808988764, 0.2791947022747436, 0.6443028761709879, 0.43404373177842565, 0.0017452345902834177]
[3.25, 5.25]; [102674.0, 378864591.75],[0.3669932387966924, 0.6068219074969201, 0.0, 0.05627437258365701, 0.25925925925925924, 0.24768425564583377, 0.559564628056928, 0.3969677519775721, 0.002052046147616109]
[3.25, 5.25]; [205348.0, 378967265.75],[0.4496506036615449, 0.7039859084765538, 0.003335358835096391, 0.05379435465014498, 0.23423423423423423, 0.2154799670098319, 0.6669278110028801, 0.46599070313730107, 0.003656035001217533]
[3.25, 5.25]; [308022.0, 379069939.75],[0.404663307528371, 0.6212690526568034, 0.0, 0.050483214842724874, 0.19834710743801653, 0.36009494882827303, 0.6054926172187686, 0.36920563820169305, 0.008032678146874205]
[3.5, 5.5]; [0.0, 378761917.75],[0.4782739547848227, 0.2917225478663854, 0.005835812598230958, 0.04958201884702017, 0.1951219512195122, 0.14385909724622764, 0.6831184817063962, 0.4283987255348202, 0.015992798111423265]
[3.5, 5.5]; [102674.0, 378864591.75],[0.30605869917506107, 0.57559430352298, 0.012275958161442365, 0.046285483969654255, 0.23809523809523808, 0.1670993656557117, 0.6049397986607089, 0.4633425790951302, 0.020889430804340657]
[3.5, 5.5]; [205348.0, 378967265.75],[0.559738689903252, 0.5873420934846083, 0.0, 0.046109626631789774, 0.22935779816513763, 0.43015966330230415, 0.6370039843939348, 0.4365902661035712, 0.017324070099729277]
[3.5, 5.5]; [308022.0, 379069939.75],[0.2538758761515142, 0.39280293551731305, 0.0, 0.04958201884702017, 0.1724137931034483, 0.2671060152241786, 0.5532774639424554, 0.41725597189913094, 0.01070087304586292]
[3.5, 5.5]; [410696.0, 379172613.75],[0.30294714823605307, 0.6429059802766866, 0.0, 0.06766673729171223, 0.14166666666666666, 0.2539131347251066, 0.4929604736614901, 0.3429999999999999, 0.004801943140068134]
